Alpha,Capacitance,Load_Capacitance,Voltage,Frequency,Temperature,Leakage_Current,Gates,Power,Switching_Power_Component,Leakage_Power_Component
0.43708610696262623,4.542719682496979,2.1813836831001434,1.1497691706103375,378.4992399454867,27.38966714207173,0.006743301115349566,6111,1470.5866899903,1470.5768131640145,0.009876826285501555
0.9556428757689246,5.260920934375193,1.9981044330413147,1.322722740758816,133.0303980194202,24.860298367041604,0.0051336320818077385,7119,1614.5992706472289,1614.5907921686178,0.008478478611195677
0.7587945476302645,8.690926538819623,1.2926926062628703,1.1938667464594332,205.98786246644877,68.33535605949312,0.009680486723775469,3394,2224.177012508856,2224.15755763625,0.019454872605647617
0.6387926357773329,4.060039474539029,3.232700015456696,0.8583118081782575,348.4762865860182,97.28930579942039,0.002970806058858144,2416,1195.9577364679915,1195.952705831544,0.005030636447348211
0.24041677639819287,8.826847163309541,2.64480872228883,0.9299061657484888,266.940205036016,60.21770471637792,0.006290707743990467,8843,636.6335453727888,636.6241730088993,0.009372363889548378
0.2403950683025824,1.7932098787902233,4.3956544654580165,0.9535297288216434,382.3569673857022,24.121218075144412,0.007301890134912004,9431,517.2270836115706,517.218441585721,0.00864202584959339
0.15227525095137953,7.991185934877676,0.6444931121692621,0.9805049775513914,482.54355555028684,37.697492486196495,0.008430080404108435,7053,610.0564804680215,610.045098757093,0.011381710928535495
0.8795585311974417,8.627928697492628,3.3974056739980685,1.195782374365353,102.44600947183888,39.583432513261656,0.004662739273852064,2777,1549.3995641946813,1549.3917815508914,0.00778264378980439
0.6410035105688879,2.6363588755360485,3.933269953302025,1.1527760458777754,369.3054723791274,47.028570330956,0.007182297168917334,7314,2066.709470576827,2066.697297228531,0.012173348295579497
0.737265320016441,4.873118791349804,3.9176895613473817,0.9422120268549463,153.65487003445153,23.48827068689701,0.003728813242458545,6764,884.09384230206,884.0895037482863,0.0043385537736406994
0.1185260448662222,2.4894979719729005,4.487332851929863,0.847288390418981,236.51452733340616,92.3914160398333,0.004919284831256383,5158,140.41616910704423,140.40815013099729,0.008018976046944237
0.9729188669457949,7.35943716094796,3.7806518427327234,0.9200025431323027,64.78822660781292,61.245115577719616,0.009060644180830593,5146,594.3595643147427,594.346123219101,0.013441095641720678
0.8491983767203796,5.818129912554911,4.675145277414633,1.4890669188330223,111.15832203171452,73.67446343632872,0.00954916848397859,3631,2196.3194840127026,2196.294788631337,0.02469538136555869
0.29110519961044856,6.717910120374889,1.9969546991940117,1.1279828648540307,193.89978007200486,25.37382695160072,0.007469356122345384,6440,625.8932507878935,625.8826876596831,0.010563128210399439
0.26364247048639056,2.7683827026059005,2.764442375381944,1.4071418532914788,203.89361237959324,24.329237424291954,0.004369167016985666,4389,588.9078336230948,588.9001898146144,0.00764380848050067
0.2650640588680904,2.9057127584717755,0.563358484773008,1.3941267266681903,454.81334740794307,66.91742176324378,0.008380520109771977,1669,812.8533316312228,812.8338298224527,0.01950180877012191
0.37381801866358394,1.3734759295891572,0.5313091428648105,1.1580636902240116,383.8158091699318,90.98368084033665,0.0012328037355287817,4561,366.5195883719277,366.516861764296,0.0027266076317103475
0.5722807884690141,3.8986078167615674,1.5805697920318396,1.2946813959223804,487.4823356841685,62.27856007676376,0.0019247131948547896,7233,2562.1817225082073,2562.1776787044028,0.004043803804417037
0.4887505167779042,6.037701952003075,0.9536323871258836,0.9349264072888986,319.5821796508582,90.22553380560572,0.0069523636273782505,6541,954.5316532989789,954.5192887375363,0.012364561442662802
0.36210622617823773,8.721414225975959,1.6709511557108914,1.2818776934488358,158.7711794410931,84.87930184441915,0.003621237177430517,8658,981.7910021369073,981.7824200708486,0.008582066058749218
0.6506676052501416,7.002347027128127,1.2966948253777884,0.9906692054843027,197.44476346473928,26.068302863593658,0.0095624759656043,9807,1046.3935244059403,1046.38158163985,0.011942766090152592
0.22554447458683766,4.918566910597763,0.6283401117739171,1.3824434677279056,193.9261654813852,36.15659795085519,0.004924545508830743,5658,463.6848774010822,463.67560798819375,0.009269412888420429
0.36293018368169633,9.57808102954724,4.591868658827222,0.858606893176237,196.92244744846323,72.6168535324274,0.004864283383502594,8421,746.5855103101682,746.578300954777,0.007209355391176518
0.4297256589643225,7.473206805182487,0.5370040912500118,1.3411970710196943,352.8338779003171,55.48011060400333,0.0071027155917183825,8461,2184.7092709986196,2184.6944597435154,0.014811255104006452
0.5104629857953323,9.37148682576295,3.812369649516884,0.8699558345980337,288.8635676406873,43.255985091753644,0.007908117060755707,6630,1471.2850199465831,1471.2751643465585,0.009855600024649195
0.8066583652537123,5.748291759449491,1.1846654911378245,1.4168324658260163,223.44088013898994,53.490708483838326,0.005280028643126229,6355,2508.4750475409105,2508.463565029938,0.01148251097266196
0.2797064039425238,3.3301384731382564,4.6050332989982,1.0129431626945027,117.09039592792247,55.61597170165075,0.0029260081154055175,9012,266.6598822999671,266.6552700294381,0.004612270529001562
0.5628109945722505,1.4754401772824979,4.517581728154486,1.2580753553814024,59.96262332396566,92.84418006572773,0.007959777784530594,5451,320.1316193627,320.11230794599714,0.01931141670287752
0.6331731119758383,7.534763663354655,3.442555158661658,1.141251595034196,148.47560491446166,28.276662696396244,0.0038831614738626488,3664,1344.1213427522837,1344.115657961313,0.005684790970793375
0.14180537144799796,2.0917269820498072,3.525053674102723,1.0564122016836373,98.36213178590657,42.3784597446092,0.0025759969236447185,5862,87.43677712445856,87.43290255867241,0.003874565786141346
0.6467903667112945,3.7249761544477047,0.5240261388635985,1.2518092832284475,403.4502638835077,63.00518532661712,0.00668476170932512,9495,1737.4817738449944,1737.4681334948586,0.013640350135718479
0.2534717113185624,5.792238170955077,4.931922047511209,1.4632660863858666,100.62408101624843,75.86295413044733,0.0018140830029131536,2515,585.6589626763592,585.6542944186234,0.00466825773584395
0.15854643368675156,6.0797492900177295,4.450246716091165,0.8288888231622353,375.9027067880763,70.4509831167395,0.009742174075774495,1583,431.18790258904454,431.1741383667017,0.013764222342867314
0.953996983528,6.4052487728842245,4.527978015785414,1.443196999118173,223.54641039923717,95.33141901899155,0.006691575379709234,9558,4856.417105137892,4856.398241471951,0.018863665940719535
0.9690688297671034,2.4962979731473056,3.466600416728924,1.2263571585147095,83.02027538469919,83.64871398555786,0.009873059688295804,9650,721.511950382198,721.489714384286,0.02223599791204193
0.827557613304815,4.417636643394839,2.0515411789454143,1.3651200105383365,415.7285222442136,64.56614735795442,0.0040500408113077245,1119,4147.627709627232,4147.618611107646,0.009098519586669282
0.37415239225603364,6.5547480440527,4.521418920907164,1.0687124674039943,310.833756606476,37.1746153338806,0.009740846450713582,4284,1471.2692704750805,1471.2549903725962,0.014280102484280006
0.1879049026057455,9.728369781704062,1.8118261766803656,1.1302900823863296,156.09268078860788,56.069938512179185,0.0023100602295576126,8908,432.43193668657983,432.4278616409178,0.004075045662053689
0.7158097238609412,7.548680239297198,3.0322019450399127,1.4081955262608148,452.6065284497006,75.47057953555819,0.0013662529511232562,4254,6797.769315339986,6797.765939371501,0.0033759684847080853
0.49613724436564116,9.30343381384562,0.9487893755474708,1.0903935788668762,70.36624124174816,87.03697398688679,0.001296856544091423,5459,425.55285168441816,425.5502068244044,0.0026448600137376297
0.20983441136030095,7.859908524827594,4.648800335597376,1.1742616967243595,140.81882368899332,96.77889795379099,0.005183833335393045,6565,509.67097767985996,509.65899940018465,0.011978279675327146
0.5456592191001431,6.325452720031604,1.13346705997046,0.814136446159033,388.42111751263747,68.4362212910334,0.0017470377773073531,2968,1047.8416430262212,1047.8392473121535,0.002395714067659467
0.13094966900369656,2.728210322227101,1.5120356257868326,0.9110186040866296,369.2200686394501,62.1535493843546,0.005609510957508416,3531,170.15957555954606,170.15128891508192,0.008286644464126434
0.9183883618709039,7.000170867032617,3.0116037115769676,1.2491805555823599,180.17226217601512,21.415353849691865,0.003947504531580105,7389,2585.096754654176,2585.090767485928,0.005987168248092841
0.33290198344001526,6.610416093639164,3.938418500958417,1.301883830744714,77.9111939087524,25.767925532014395,0.004020660932267041,2929,463.736581771672,463.7299985333002,0.006583238371751516
0.6962700559185838,6.422222534115398,3.287080876713345,1.2078206557491495,436.1351325012247,32.48839981099202,0.006720480968906529,2943,4301.23186030091,4301.221106037669,0.010754263240242224
0.3805399684804699,5.408072811894167,1.5446026076007027,0.9003170253929275,191.16393713145615,24.380794495170246,0.0024678820553645816,9955,409.9699764008223,409.96721281351336,0.0027635873089495154
0.5680612190600297,5.75790943590348,0.5042436913737065,1.1117838000044844,138.07103671771935,52.069059104394114,0.00789898033305758,4296,607.1159556611489,607.1026010196833,0.013354641465487285
0.5920392514089517,4.0099827440629365,3.907177611383476,1.0485663364542328,282.22782006243966,46.950283611109775,0.006238278278007713,6276,1454.5024436949927,1454.4928313116236,0.009612383369044145
0.26636900997297436,5.673814233780728,4.933432966599922,1.1469629408245618,459.6022396771013,70.98833262947143,0.0092345016596276,6725,1708.3305156403746,1708.3124051868208,0.018110453553929706
0.9726261649881027,2.7780031511063044,4.144609041377407,1.409230324187866,69.5959600295189,62.853208634672214,0.0042835658839077105,1901,930.6117442275341,930.6019135432093,0.00983068432480856
0.7976195410250031,8.246569576243392,2.570929781704769,1.3431030070610563,394.61183961389946,67.67766075102878,0.00984443492860413,6965,6142.044876217207,6142.0227057257325,0.022170491475008876
0.9455490474077702,2.6719925922883703,4.56695267629598,0.8587926509724113,307.61295257241903,57.75817623501233,0.00618244882042621,4256,1552.8980834677984,1552.889707389543,0.008376078255346281
0.905344615384884,1.7646966090051976,2.344314529032575,1.423216438442195,241.45210244831762,42.21897188434057,0.009760617605687805,6506,1819.4027686999766,1819.3830123921352,0.019756307841327342
0.6381099809299766,4.926214237214416,2.862203379095604,1.1302370058048765,384.836199847277,96.22602519571817,0.001243545886424038,9933,2443.206759057752,2443.204001097869,0.002757959883030965
0.9296868115208051,6.924766955554556,2.6470839532805748,1.3207035014201989,484.62099099873456,26.91273278081112,0.007551786901711492,4553,7522.223035008746,7522.21037714981,0.01265785893621385
0.17964325184672755,4.939451424401872,2.514307426994862,0.8980274618850466,153.14279502321097,95.11127995722458,0.008349593718634628,8432,165.3866571091006,165.37202734445933,0.014629764641285788
0.27638457617723067,3.4907871875617773,3.9883584618225756,1.2695036679949336,114.64131428245382,44.89904374917877,0.0014785595800883883,2693,381.9248908522947,381.9221710439058,0.0027198083889031395
0.14070456001948425,6.023540655013966,2.870460082712714,0.9654282123266206,460.79678535021367,61.01291562938379,0.006210726976146212,7495,537.4802952046472,537.4706408524472,0.009654352199909559
0.39279729768693794,4.1230210187097995,1.9252270491134724,1.106866627998652,351.02888485578666,28.70738582620369,0.008217480642305037,3129,1021.730845133552,1021.7191383536629,0.01170677988906756
0.4498095607205338,9.395809211139698,1.6617117544631523,0.8118040090574731,247.0937097028847,25.67448546968074,0.006049348527007655,5011,809.9418432103599,809.9356714804186,0.0061717299413774325
0.34421412859650635,9.303806256432148,0.6698629263534502,0.9061274465513333,307.96680661892736,54.36363589748823,0.0015743223136491999,4252,868.0949574046531,868.0927553508002,0.0022020538528779725
0.8458637582367364,5.521346379748859,3.1243782284737067,0.8644563451865339,385.52625732930983,79.33579011037425,0.007241025168084804,2365,2106.901461859197,2106.890236245474,0.011225613722814297
0.42107799402423035,3.950955946164327,1.534826369304654,0.967820921056781,397.8643544175727,41.549182203883916,0.0015453722320597778,9387,860.8494903577656,860.8473732865136,0.00211707125193927
0.3528410587186427,7.634191725609751,1.1666026490737238,0.8700126630170256,463.9523813685341,64.98783111482561,0.008357220055147947,7203,1090.5116860388764,1090.4996899596576,0.011996079218813896
0.5884264748424236,1.3304164913475998,3.4422348372245493,1.2843370186336933,242.0792550030302,42.292027241825465,0.0013873076497602497,1150,1121.420443759426,1121.41790844196,0.0025353174660191547
0.2268318024772864,5.272921054392861,3.56544166019697,0.8203279315464536,182.03490950872776,51.089044871443264,0.0022365764290933374,6180,245.58981220273458,245.58704013257017,0.0027720701644049443
0.8219772826786357,4.026910548433002,3.884697015159497,1.2324183504374986,337.84892005542883,92.51570547790598,0.003475968314709417,5523,3337.063514823866,3337.0552677453297,0.008247078536595906
0.16709557931179375,9.284822965922992,2.7660960335236617,0.898495481577902,237.07755467578866,88.46717003959357,0.0067002831303472005,8094,385.4074869713975,385.396140919606,0.01134605179148029
0.9881982429404655,1.1080272454541429,4.52324572341749,1.4616130200245279,317.5693042770401,61.281403473410386,0.009787231896681755,1330,3775.3449145912155,3775.321843051671,0.023071539544515872
